fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,acidity_ratio,sulfur_ratio,alcohol_density,total_acidity,alcohol_squared,ph_alcohol,sulphates_alcohol,quality_binary
8.8,0.24,0.54,2.5,0.083,25.0,57.0,0.9983,3.39,0.54,9.2,36.51452282157677,0.43858879668777745,9.21566663327657,9.040000000000001,84.63999999999999,31.188,4.968,0
7.1,0.67,0.0,2.3,0.083,18.0,27.0,0.99768,3.44,0.54,9.4,10.58122205663189,0.6666419762231028,9.421858712212332,7.77,88.36000000000001,32.336,5.0760000000000005,0
8.5,0.37,0.32,1.8,0.066,26.0,51.0,0.99456,3.38,0.72,11.8,22.911051212938006,0.5097939256093018,11.864543114543116,8.87,139.24,39.884,8.496,1
9.8,0.45,0.38,2.5,0.081,34.0,66.0,0.99726,3.15,0.58,9.8,21.72949002217295,0.5151437099437887,9.826925776627961,10.25,96.04000000000002,30.87,5.684,0
7.9,0.58,0.23,2.3,0.076,23.0,94.0,0.99686,3.21,0.58,9.5,13.597246127366612,0.24467824810374356,9.529923961238289,8.48,90.25,30.495,5.51,1
6.7,0.75,0.01,2.4,0.078,17.0,32.0,0.9955,3.55,0.61,12.8,8.921438082556591,0.5312333989562826,12.857860371672526,7.45,163.84000000000003,45.44,7.808,1
7.8,0.56,0.19,2.1,0.081,15.0,105.0,0.9962,3.33,0.54,9.5,13.90374331550802,0.1428557823258826,9.536237703272436,8.36,90.25,31.635,5.130000000000001,0
7.8,0.6,0.26,2.0,0.08,31.0,131.0,0.99622,3.21,0.52,9.9,12.978369384359402,0.23663941496629795,9.937563991889341,8.4,98.01,31.779,5.148000000000001,0
7.6,0.63,0.03,2.0,0.08,27.0,43.0,0.99578,3.44,0.64,10.9,12.044374009508715,0.6278923745959397,10.94619293418225,8.23,118.81,37.496,6.976,1
7.1,0.27,0.6,2.1,0.074,17.0,25.0,0.99814,3.38,0.72,10.6,26.199261992619924,0.6799728010879564,10.61975274009658,7.369999999999999,112.36,35.827999999999996,7.632,1
7.9,0.2,0.35,1.7,0.054,7.0,15.0,0.99458,3.32,0.8,11.9,39.30348258706468,0.4666355576294914,11.964849484204388,8.1,141.61,39.508,9.520000000000001,1
7.8,0.52,0.25,1.9,0.081,14.0,38.0,0.9984,3.43,0.65,9.0,14.971209213051823,0.36841135759585275,9.014423076923077,8.32,81.0,30.87,5.8500000000000005,1
8.1,0.72,0.09,2.8,0.084,18.0,49.0,0.9994,3.43,0.72,11.1,11.234396671289876,0.36733944205220304,11.10666399839904,8.82,123.21,38.073,7.991999999999999,1
9.6,0.6,0.5,2.3,0.079,28.0,71.0,0.9997,3.5,0.57,9.7,15.973377703826955,0.39436064280784777,9.702910873261978,10.2,94.08999999999999,33.949999999999996,5.528999999999999,0
7.4,0.39,0.48,2.0,0.082,14.0,67.0,0.9972,3.34,0.55,9.2,18.925831202046037,0.2089521051924598,9.22583233052547,7.79,84.63999999999999,30.727999999999998,5.06,0
7.1,0.56,0.14,1.6,0.078,7.0,18.0,0.99592,3.27,0.62,9.3,12.65597147950089,0.3888672851508249,9.338099445738614,7.66,86.49000000000001,30.411,5.766,0
7.8,0.41,0.68,1.7,0.467,18.0,69.0,0.9973,3.08,1.31,9.3,18.978102189781023,0.260865784553847,9.32517798054748,8.209999999999999,86.49000000000001,28.644000000000002,12.183000000000002,0
8.3,0.655,0.12,2.3,0.083,15.0,113.0,0.9966,3.17,0.66,9.8,12.652439024390244,0.132742188122229,9.833433674493277,8.955,96.04000000000002,31.066000000000003,6.468000000000001,0
7.1,0.66,0.0,3.9,0.086,17.0,45.0,0.9976,3.46,0.54,9.5,10.741301059001511,0.3777693829026022,9.522854851643945,7.76,90.25,32.87,5.130000000000001,0
11.4,0.6,0.49,2.7,0.085,10.0,41.0,0.9994,3.15,0.63,10.5,18.96838602329451,0.24389649032950417,10.506303782269361,12.0,110.25,33.074999999999996,6.615,1
7.3,0.73,0.24,1.9,0.108,18.0,102.0,0.9967,3.26,0.59,9.3,9.986320109439124,0.1764688581484495,9.330791612320658,8.03,86.49000000000001,30.318,5.487,0
9.5,0.46,0.49,6.3,0.064,5.0,17.0,0.9988,3.21,0.73,11.0,20.607375271149674,0.2941003470384095,11.013215859030836,9.96,121.0,35.31,8.03,1
10.4,0.26,0.48,1.9,0.066,6.0,10.0,0.99724,3.33,0.87,10.9,39.84674329501916,0.5999400059994001,10.930167261642133,10.66,118.81,36.297000000000004,9.483,1
9.6,0.32,0.47,1.4,0.056,9.0,24.0,0.99695,3.22,0.82,10.3,29.906542056074766,0.3749843756510145,10.331511108882092,9.92,106.09000000000002,33.166000000000004,8.446,1
7.3,0.66,0.0,2.0,0.084,6.0,23.0,0.9983,3.61,0.96,9.9,11.043872919818456,0.2608582235554976,9.916858659721527,7.96,98.01,35.739,9.504,1
6.8,0.51,0.01,2.1,0.074,9.0,25.0,0.9958,3.33,0.56,9.5,13.307240704500979,0.35998560057597695,9.54006828680458,7.31,90.25,31.635,5.32,1
6.5,0.9,0.0,1.6,0.052,9.0,17.0,0.99467,3.5,0.63,10.9,7.214206437291898,0.529380624669137,10.958408316326018,7.4,118.81,38.15,6.867,1
6.8,0.68,0.21,2.1,0.07,9.0,23.0,0.99546,3.38,0.6,10.3,9.985315712187958,0.39128733533324633,10.346975267715429,7.4799999999999995,106.09000000000002,34.814,6.180000000000001,0
6.8,0.775,0.0,3.0,0.102,8.0,23.0,0.9965,3.45,0.56,10.7,8.762886597938143,0.3478109647406634,10.737581535373806,7.575,114.48999999999998,36.915,5.992,0
6.6,0.56,0.14,2.4,0.064,13.0,29.0,0.99397,3.42,0.62,11.7,11.76470588235294,0.4482604048136271,11.770979003390444,7.16,136.89,40.013999999999996,7.254,1
5.7,1.13,0.09,1.5,0.172,7.0,19.0,0.994,3.5,0.48,9.8,5.039787798408489,0.3684016630703647,9.859154929577466,6.83,96.04000000000002,34.300000000000004,4.704,0
6.2,0.36,0.24,2.2,0.095,19.0,42.0,0.9946,3.57,0.57,11.7,17.174515235457065,0.4523701816623414,11.763523024331388,6.5600000000000005,136.89,41.769,6.668999999999999,1
10.3,0.34,0.52,2.8,0.159,15.0,75.0,0.9998,3.18,0.64,9.4,30.205278592375368,0.1999973333688884,9.401880376075216,10.64,88.36000000000001,29.892000000000003,6.016,0
7.8,0.53,0.01,1.6,0.077,3.0,19.0,0.995,3.16,0.46,9.8,14.689265536723163,0.1578864270301563,9.84924623115578,8.33,96.04000000000002,30.968000000000004,4.508000000000001,0
6.7,0.28,0.28,2.4,0.012,36.0,100.0,0.99064,3.26,0.39,11.7,23.84341637010676,0.35999640003599964,11.81054671727368,6.98,136.89,38.141999999999996,4.563,1
9.9,0.54,0.45,2.3,0.071,16.0,40.0,0.9991,3.39,0.62,9.4,18.29944547134935,0.39999000024999376,9.408467620858774,10.440000000000001,88.36000000000001,31.866000000000003,5.828,0
7.1,0.68,0.0,2.2,0.073,12.0,22.0,0.9969,3.48,0.5,9.3,10.42584434654919,0.5454297531930367,9.328919650917847,7.779999999999999,86.49000000000001,32.364000000000004,4.65,0
10.5,0.43,0.35,3.3,0.092,24.0,70.0,0.99798,3.21,0.69,10.5,24.361948955916475,0.342852244967929,10.52125293092046,10.93,110.25,33.705,7.244999999999999,1
8.2,0.42,0.49,2.6,0.084,32.0,55.0,0.9988,3.34,0.75,8.7,19.477434679334916,0.5818076034981182,8.71045254305166,8.62,75.68999999999998,29.057999999999996,6.5249999999999995,1
8.1,0.545,0.18,1.9,0.08,13.0,35.0,0.9972,3.3,0.59,9.0,14.835164835164834,0.37141795948687184,9.025270758122744,8.645,81.0,29.7,5.31,1
9.9,0.54,0.45,2.3,0.071,16.0,40.0,0.9991,3.39,0.62,9.4,18.29944547134935,0.39999000024999376,9.408467620858774,10.440000000000001,88.36000000000001,31.866000000000003,5.828,0
10.6,0.28,0.39,15.5,0.069,6.0,23.0,1.0026,3.12,0.66,9.2,37.722419928825616,0.2608582235554976,9.176142030720127,10.879999999999999,84.63999999999999,28.703999999999997,6.072,0
7.9,0.33,0.41,1.5,0.056,6.0,35.0,0.99396,3.29,0.71,11.0,23.867069486404834,0.17142367360932545,11.066843736166446,8.23,121.0,36.19,7.81,1
7.2,0.34,0.24,2.0,0.071,30.0,52.0,0.99576,3.44,0.58,10.1,21.114369501466275,0.5769119824618758,10.143006346910902,7.54,102.00999999999999,34.744,5.858,0
7.9,0.31,0.32,1.9,0.066,14.0,36.0,0.99364,3.41,0.56,12.6,25.401929260450164,0.3888780867198134,12.680648927176845,8.21,158.76,42.966,7.056,1
7.3,0.58,0.3,2.4,0.074,15.0,55.0,0.9968,3.46,0.59,10.2,12.564543889845096,0.2727223141397429,10.23274478330658,7.88,104.03999999999999,35.291999999999994,6.017999999999999,0
7.2,0.695,0.13,2.0,0.076,12.0,20.0,0.99546,3.29,0.54,10.1,10.344827586206897,0.599970001499925,10.14606312659474,7.8950000000000005,102.00999999999999,33.229,5.454,0
8.1,0.785,0.52,2.0,0.122,37.0,153.0,0.9969,3.21,0.69,9.3,10.305343511450381,0.24182848478114521,9.328919650917847,8.885,86.49000000000001,29.853,6.417,0
10.6,0.36,0.57,2.3,0.087,6.0,20.0,0.99676,3.14,0.72,11.1,29.36288088642659,0.2999850007499625,11.136080902122877,10.959999999999999,123.21,34.854,7.991999999999999,1
9.0,0.82,0.14,2.6,0.089,9.0,23.0,0.9984,3.39,0.63,9.8,10.962241169305726,0.39128733533324633,9.81570512820513,9.82,96.04000000000002,33.222,6.174,0
7.0,0.655,0.16,2.1,0.074,8.0,25.0,0.99606,3.37,0.55,9.7,10.670731707317072,0.3199872005119795,9.738369174547717,7.655,94.08999999999999,32.689,5.335,0
8.3,0.58,0.13,2.9,0.096,14.0,63.0,0.9984,3.17,0.62,9.1,14.285714285714288,0.22221869494135016,9.114583333333334,8.88,82.80999999999999,28.846999999999998,5.6419999999999995,1
7.8,0.52,0.25,1.9,0.081,14.0,38.0,0.9984,3.43,0.65,9.0,14.971209213051823,0.36841135759585275,9.014423076923077,8.32,81.0,30.87,5.8500000000000005,1
5.6,0.66,0.0,2.5,0.066,7.0,15.0,0.99256,3.52,0.58,12.9,8.472012102874432,0.4666355576294914,12.996695413879262,6.26,166.41,45.408,7.481999999999999,0
7.1,0.75,0.01,2.2,0.059,11.0,18.0,0.99242,3.39,0.4,12.8,9.454061251664447,0.6110771623798678,12.897765059148346,7.85,163.84000000000003,43.392,5.120000000000001,1
8.3,0.31,0.39,2.4,0.078,17.0,43.0,0.99444,3.31,0.77,12.5,26.688102893890676,0.39533964326411014,12.569888580507623,8.610000000000001,156.25,41.375,9.625,1
9.9,0.4,0.53,6.7,0.097,6.0,19.0,0.9986,3.27,0.82,11.7,24.688279301745634,0.3157728540603126,11.71640296414981,10.3,136.89,38.259,9.594,1
9.5,0.46,0.24,2.7,0.092,14.0,44.0,0.998,3.12,0.74,10.0,20.607375271149674,0.3181745869412059,10.02004008016032,9.96,100.0,31.200000000000003,7.4,1
7.8,0.63,0.48,1.7,0.1,14.0,96.0,0.9961,3.19,0.62,9.5,12.361331220285262,0.14583181425193487,9.537195060736874,8.43,90.25,30.305,5.89,0
10.4,0.64,0.24,2.8,0.105,29.0,53.0,0.9998,3.24,0.67,9.9,16.224648985959437,0.5471594875568385,9.901980396079216,11.040000000000001,98.01,32.076,6.633000000000001,0
6.3,0.76,0.0,2.9,0.072,26.0,52.0,0.99379,3.51,0.6,11.5,8.278580814717477,0.49999038480029234,11.571861258414756,7.06,132.25,40.364999999999995,6.8999999999999995,1
8.5,0.655,0.49,6.1,0.122,34.0,151.0,1.001,3.31,1.14,9.3,12.957317073170731,0.22516407176111417,9.290709290709293,9.155,86.49000000000001,30.783,10.602,0
8.1,0.82,0.0,4.1,0.095,5.0,14.0,0.99854,3.36,0.53,9.6,9.866017052375152,0.3571173487608028,9.614036493280189,8.92,92.16,32.256,5.088,0
10.5,0.59,0.49,2.1,0.07,14.0,47.0,0.9991,3.3,0.56,9.6,17.766497461928935,0.2978660028510032,9.608647783004704,11.09,92.16,31.679999999999996,5.376,0
8.6,0.22,0.36,1.9,0.064,53.0,77.0,0.99604,3.47,0.87,11.0,38.914027149321264,0.688302749314944,11.043733183406289,8.82,121.0,38.17,9.57,1
7.1,0.59,0.02,2.3,0.082,24.0,94.0,0.99744,3.55,0.53,9.7,12.013536379018612,0.2553164328039063,9.724895733076675,7.6899999999999995,94.08999999999999,34.434999999999995,5.141,1
7.3,0.38,0.21,2.0,0.08,7.0,35.0,0.9961,3.33,0.47,9.5,19.16010498687664,0.19999428587754636,9.537195060736874,7.68,90.25,31.635,4.465,0
7.0,0.69,0.0,1.9,0.114,3.0,10.0,0.99636,3.35,0.6,9.7,10.130246020260493,0.29997000299970006,9.735436990645951,7.6899999999999995,94.08999999999999,32.495,5.819999999999999,1
9.0,0.4,0.43,2.4,0.068,29.0,46.0,0.9943,3.2,0.6,12.2,22.443890274314214,0.6304210778026565,12.269938650306749,9.4,148.83999999999997,39.04,7.319999999999999,1
8.9,0.875,0.13,3.45,0.088,4.0,14.0,0.9994,3.44,0.52,11.5,10.159817351598173,0.28569387900864224,11.506904142485492,9.775,132.25,39.56,5.98,0
9.0,0.38,0.41,2.4,0.103,6.0,10.0,0.99604,3.13,0.58,11.9,23.62204724409449,0.5999400059994001,11.947311352957712,9.38,141.61,37.247,6.902,1
6.2,0.46,0.17,1.6,0.073,7.0,11.0,0.99425,3.61,0.54,11.4,13.449023861171366,0.6363057903826925,11.465929092280614,6.66,129.96,41.153999999999996,6.156000000000001,0
8.2,0.28,0.6,3.0,0.104,10.0,22.0,0.99828,3.39,0.68,10.6,29.181494661921704,0.45452479432753057,10.618263413070482,8.479999999999999,112.36,35.934,7.208,0
6.1,0.32,0.25,1.8,0.086,5.0,32.0,0.99464,3.36,0.44,10.1,19.003115264797508,0.15624511734008315,10.154427732646989,6.42,102.00999999999999,33.936,4.444,0
7.0,0.6,0.3,4.5,0.068,20.0,110.0,0.99914,3.3,1.17,10.2,11.647254575707155,0.18181652894064598,10.208779550413354,7.6,104.03999999999999,33.66,11.934,0
8.2,0.32,0.42,2.3,0.098,3.0,9.0,0.99506,3.27,0.55,12.3,25.54517133956386,0.33329630041106545,12.361063654453,8.52,151.29000000000002,40.221000000000004,6.765000000000001,1
8.9,0.745,0.18,2.5,0.077,15.0,48.0,0.99739,3.2,0.47,9.7,11.930294906166221,0.3124934897189642,9.725383250283238,9.645,94.08999999999999,31.04,4.558999999999999,1
7.8,0.64,0.0,1.9,0.072,27.0,55.0,0.9962,3.31,0.63,11.0,12.168486739469579,0.49090016545153725,11.041959445894399,8.44,121.0,36.410000000000004,6.93,0
7.2,0.695,0.13,2.0,0.076,12.0,20.0,0.99546,3.29,0.54,10.1,10.344827586206897,0.599970001499925,10.14606312659474,7.8950000000000005,102.00999999999999,33.229,5.454,0
9.9,0.5,0.5,13.8,0.205,48.0,82.0,1.00242,3.16,0.75,8.8,19.760479041916167,0.5853587151376203,8.778755411903195,10.4,77.44000000000001,27.808000000000003,6.6000000000000005,0
7.5,0.61,0.26,1.9,0.073,24.0,88.0,0.99612,3.3,0.53,9.8,12.274959083469723,0.27272417358893647,9.83817210777818,8.11,96.04000000000002,32.34,5.194000000000001,0
6.9,0.685,0.0,2.5,0.105,22.0,37.0,0.9966,3.46,0.57,10.6,10.058309037900875,0.5945785249047324,10.636162954043748,7.585000000000001,112.36,36.676,6.041999999999999,1
8.9,0.12,0.45,1.8,0.075,10.0,21.0,0.99552,3.41,0.76,11.9,73.55371900826447,0.47616780153326027,11.953551912568306,9.02,141.61,40.579,9.044,1
11.6,0.58,0.66,2.2,0.074,10.0,47.0,1.0008,3.25,0.57,9.0,19.965576592082616,0.21276143060785943,8.992805755395684,12.18,81.0,29.25,5.13,0
8.7,0.42,0.45,2.4,0.072,32.0,59.0,0.99617,3.33,0.77,12.0,20.665083135391924,0.5423636887510381,12.04613670357469,9.12,144.0,39.96,9.24,1
7.7,0.49,0.26,1.9,0.062,9.0,31.0,0.9966,3.39,0.64,9.6,15.682281059063136,0.29031321570271923,9.63275135460566,8.19,92.16,32.544,6.144,0
7.1,0.6,0.01,2.3,0.079,24.0,37.0,0.99514,3.4,0.61,10.9,11.813643926788686,0.6486311180778899,10.95323271097534,7.699999999999999,118.81,37.06,6.649,1
10.3,0.44,0.5,4.5,0.107,5.0,13.0,0.998,3.28,0.83,11.5,23.356009070294785,0.3845858010922237,11.52304609218437,10.74,132.25,37.72,9.545,0
9.0,0.69,0.0,2.4,0.088,19.0,38.0,0.999,3.35,0.6,9.3,13.024602026049205,0.4999868424515145,9.30930930930931,9.69,86.49000000000001,31.155000000000005,5.58,0
9.4,0.685,0.11,2.7,0.077,6.0,31.0,0.9984,3.19,0.7,10.1,13.702623906705538,0.19354214380181284,10.116185897435898,10.085,102.00999999999999,32.219,7.069999999999999,1
10.2,0.54,0.37,15.4,0.214,55.0,95.0,1.00369,3.18,0.77,9.0,18.853974121996302,0.5789412743023757,8.966912094371768,10.739999999999998,81.0,28.62,6.93,1
7.9,0.72,0.01,1.9,0.076,7.0,32.0,0.99668,3.39,0.54,9.6,10.957004160887656,0.2187431642761164,9.631978167516154,8.620000000000001,92.16,32.544,5.184,0
7.0,0.57,0.02,2.0,0.072,17.0,26.0,0.99575,3.36,0.61,10.2,12.259194395796849,0.6538210068843505,10.243535023851367,7.57,104.03999999999999,34.272,6.2219999999999995,0
7.4,0.5,0.47,2.0,0.086,21.0,73.0,0.997,3.36,0.57,9.1,14.770459081836329,0.28766729222887355,9.127382146439318,7.9,82.80999999999999,30.575999999999997,5.186999999999999,0
8.0,0.25,0.43,1.7,0.067,22.0,50.0,0.9946,3.38,0.6,11.9,31.872509960159363,0.4399912001759965,11.964608887995174,8.25,141.61,40.222,7.14,1
6.9,0.63,0.02,1.9,0.078,18.0,30.0,0.99712,3.4,0.75,9.8,10.935023771790808,0.5999800006666445,9.828305519897304,7.53,96.04000000000002,33.32,7.3500000000000005,0
5.9,0.395,0.13,2.4,0.056,14.0,28.0,0.99362,3.62,0.67,12.4,14.8989898989899,0.4999821434948752,12.47961997544333,6.295,153.76000000000002,44.888000000000005,8.308000000000002,1
7.5,0.42,0.32,2.7,0.067,7.0,25.0,0.99628,3.24,0.44,10.4,17.81472684085511,0.2799888004479821,10.43883245673907,7.92,108.16000000000001,33.696000000000005,4.5760000000000005,0
10.0,0.44,0.49,2.7,0.077,11.0,19.0,0.9963,3.23,0.63,11.6,22.675736961451246,0.5789168991105731,11.643079393756901,10.44,134.56,37.467999999999996,7.308,1
7.5,0.38,0.48,2.6,0.073,22.0,84.0,0.9972,3.32,0.7,9.6,19.68503937007874,0.2619016440280473,9.626955475330927,7.88,92.16,31.871999999999996,6.72,0
7.5,0.6,0.32,2.7,0.103,13.0,98.0,0.99938,3.45,0.62,9.5,12.479201331114808,0.13265170763563636,9.50589365406552,8.1,90.25,32.775,5.89,0
8.0,0.62,0.33,2.7,0.088,16.0,37.0,0.9972,3.31,0.58,10.7,12.882447665056361,0.4324207453852599,10.730044123545929,8.62,114.48999999999998,35.417,6.2059999999999995,1
7.0,0.38,0.49,2.5,0.097,33.0,85.0,0.9962,3.39,0.77,11.4,18.37270341207349,0.38823072669733294,11.443485243926922,7.38,129.96,38.646,8.778,1
6.4,0.31,0.09,1.4,0.066,15.0,28.0,0.99459,3.42,0.7,10.0,20.578778135048232,0.5356951537445092,10.054394273017023,6.71,100.0,34.2,7.0,1
11.4,0.625,0.66,6.2,0.088,6.0,24.0,0.9988,3.11,0.99,13.3,18.210862619808307,0.249989583767343,13.315979175010012,12.025,176.89000000000001,41.363,13.167,1
9.3,0.41,0.39,2.2,0.064,12.0,31.0,0.9984,3.26,0.65,10.2,22.627737226277375,0.3870842876036257,10.216346153846153,9.71,104.03999999999999,33.251999999999995,6.63,0
11.9,0.39,0.69,2.8,0.095,17.0,35.0,0.9994,3.1,0.61,10.8,30.434782608695652,0.4857004085597555,10.806483890334201,12.290000000000001,116.64000000000001,33.480000000000004,6.588,1
7.9,0.54,0.34,2.5,0.076,8.0,17.0,0.99235,3.2,0.72,13.1,14.602587800369685,0.4705605552614552,13.200987554794176,8.440000000000001,171.60999999999999,41.92,9.431999999999999,1
9.5,0.37,0.52,2.0,0.088,12.0,51.0,0.99613,3.29,0.58,11.1,25.60646900269542,0.23528950412737007,11.14312388945218,9.87,123.21,36.519,6.438,1
7.7,0.62,0.04,3.8,0.084,25.0,45.0,0.9978,3.34,0.53,9.5,12.399355877616747,0.5555432101508856,9.520946081379034,8.32,90.25,31.729999999999997,5.035,0
8.1,0.66,0.22,2.2,0.069,9.0,23.0,0.9968,3.3,1.2,10.3,12.254160363086232,0.39128733533324633,10.3330658105939,8.76,106.09000000000002,33.99,12.360000000000001,0
6.8,0.59,0.06,6.0,0.06,11.0,18.0,0.9962,3.41,0.59,10.8,11.505922165820643,0.6110771623798678,10.841196546878137,7.39,116.64000000000001,36.828,6.372,1
6.6,0.7,0.08,2.6,0.106,14.0,27.0,0.99665,3.44,0.58,10.2,9.4151212553495,0.5184993148401911,10.234284854261777,7.3,104.03999999999999,35.087999999999994,5.9159999999999995,0
9.5,0.86,0.26,1.9,0.079,13.0,28.0,0.99712,3.25,0.62,10.0,11.033681765389083,0.4642691332452412,10.028883183568677,10.36,100.0,32.5,6.2,0
7.1,0.63,0.06,2.0,0.083,8.0,29.0,0.99855,3.67,0.73,9.6,11.251980982567353,0.2758525568083859,9.613940213309297,7.7299999999999995,92.16,35.232,7.008,0
7.5,0.57,0.08,2.6,0.089,14.0,27.0,0.99592,3.3,0.59,10.4,13.134851138353767,0.5184993148401911,10.442605831793719,8.07,108.16000000000001,34.32,6.136,1
7.0,0.69,0.08,1.8,0.097,22.0,89.0,0.9959,3.34,0.54,9.2,10.130246020260493,0.2471882338400692,9.237875288683602,7.6899999999999995,84.63999999999999,30.727999999999998,4.968,1
7.4,0.7,0.0,1.9,0.076,11.0,34.0,0.9978,3.51,0.56,9.4,10.556348074179745,0.32351989647363316,9.420725596311886,8.1,88.36000000000001,32.994,5.264000000000001,0
8.9,0.31,0.57,2.0,0.111,26.0,85.0,0.9971,3.26,0.53,9.7,28.617363344051448,0.30587875436759565,9.728211814261357,9.21,94.08999999999999,31.621999999999996,5.141,0
7.0,0.64,0.02,2.1,0.067,9.0,23.0,0.997,3.47,0.67,9.4,10.920436817472698,0.39128733533324633,9.42828485456369,7.64,88.36000000000001,32.618,6.298000000000001,1
7.4,0.49,0.19,3.0,0.077,16.0,37.0,0.9966,3.37,0.51,10.5,15.071283095723015,0.4324207453852599,10.53582179409994,7.890000000000001,110.25,35.385,5.355,0
5.4,0.58,0.08,1.9,0.059,20.0,31.0,0.99484,3.5,0.64,10.2,9.294320137693633,0.6451404793393761,10.252904989747094,5.98,104.03999999999999,35.699999999999996,6.528,1
6.3,0.57,0.28,2.1,0.048,13.0,49.0,0.99374,3.41,0.6,12.8,11.033274956217163,0.2653007081488133,12.880632761084389,6.87,163.84000000000003,43.648,7.68,0
6.9,0.39,0.24,2.1,0.102,4.0,7.0,0.99462,3.44,0.58,11.4,17.647058823529413,0.571346950435652,11.461663750980275,7.29,129.96,39.216,6.612,0
9.3,0.33,0.45,1.5,0.057,19.0,37.0,0.99498,3.18,0.89,11.1,28.09667673716012,0.5134996351449961,11.156003135741422,9.63,123.21,35.298,9.879,1
6.9,0.635,0.17,2.4,0.241,6.0,18.0,0.9961,3.4,0.59,10.3,10.849056603773585,0.3333148158435642,10.340327276377874,7.535,106.09000000000002,35.02,6.077,1
9.4,0.33,0.59,2.8,0.079,9.0,30.0,0.9976,3.12,0.54,12.0,28.3987915407855,0.29999000033332224,12.028869286287089,9.73,144.0,37.44,6.48,1
10.9,0.37,0.58,4.0,0.071,17.0,65.0,0.99935,3.22,0.78,10.1,29.380053908355798,0.2615344379317241,10.106569270025517,11.27,102.00999999999999,32.522,7.878,0
8.3,0.56,0.22,2.4,0.082,10.0,86.0,0.9983,3.37,0.62,9.5,14.795008912655971,0.11627771770095696,9.516177501752981,8.860000000000001,90.25,32.015,5.89,0
10.4,0.52,0.45,2.0,0.08,6.0,13.0,0.99774,3.22,0.76,11.4,19.961612284069098,0.4615029613106684,11.42582235853028,10.92,129.96,36.708000000000006,8.664,1
8.7,0.31,0.46,1.4,0.059,11.0,25.0,0.9966,3.36,0.76,10.1,27.974276527331188,0.4399824007039718,10.134457154324704,9.01,102.00999999999999,33.936,7.676,1
7.5,0.64,0.0,2.4,0.077,18.0,29.0,0.9965,3.32,0.6,10.0,11.700468018720748,0.6206682528188683,10.035122930255895,8.14,100.0,33.199999999999996,6.0,1
7.2,0.34,0.32,2.5,0.09,43.0,113.0,0.9966,3.32,0.79,11.1,21.114369501466275,0.3805276059503898,11.137868753762792,7.54,123.21,36.852,8.769,0
7.0,0.69,0.07,2.5,0.091,15.0,21.0,0.99572,3.38,0.6,11.3,10.130246020260493,0.7142517022998904,11.348571887679267,7.6899999999999995,127.69000000000001,38.194,6.78,1
8.3,0.3,0.49,3.8,0.09,11.0,24.0,0.99498,3.27,0.64,12.1,27.57475083056479,0.4583142369067955,12.161048463285693,8.600000000000001,146.41,39.567,7.744,1
6.5,0.61,0.0,2.2,0.095,48.0,59.0,0.99541,3.61,0.7,11.5,10.638297872340425,0.8135455331265572,11.553028400357642,7.11,132.25,41.515,8.049999999999999,1
7.7,0.18,0.34,2.7,0.066,15.0,58.0,0.9947,3.37,0.78,11.8,42.5414364640884,0.2586162307546422,11.862873228108977,7.88,139.24,39.766000000000005,9.204,1
12.8,0.615,0.66,5.8,0.083,7.0,42.0,1.0022,3.07,0.73,10.0,20.77922077922078,0.1666626985071784,9.978048293753742,13.415000000000001,100.0,30.7,7.3,1
8.9,0.5,0.21,2.2,0.088,21.0,39.0,0.99692,3.33,0.83,11.1,17.764471057884233,0.5384477321094331,11.134293624363037,9.4,123.21,36.963,9.213,1
7.9,0.6,0.06,1.6,0.069,15.0,59.0,0.9964,3.3,0.46,9.4,13.144758735440933,0.2542329791020491,9.433962264150944,8.5,88.36000000000001,31.02,4.324000000000001,0
9.3,0.43,0.44,1.9,0.085,9.0,22.0,0.99708,3.28,0.55,9.5,21.57772621809745,0.40907231489477747,9.527821238015004,9.73,90.25,31.159999999999997,5.2250000000000005,0
5.0,0.74,0.0,1.2,0.041,16.0,46.0,0.99258,4.01,0.59,12.5,6.747638326585695,0.3478185256842243,12.593443349654436,5.74,156.25,50.125,7.375,1
9.8,0.5,0.34,2.3,0.094,10.0,45.0,0.99864,3.24,0.6,9.7,19.560878243512974,0.22221728406035424,9.713209965553151,10.3,94.08999999999999,31.428,5.819999999999999,1
8.6,0.47,0.27,2.3,0.055,14.0,28.0,0.99516,3.18,0.8,11.2,18.259023354564757,0.4999821434948752,11.254471642750913,9.07,125.43999999999998,35.616,8.959999999999999,0
7.6,0.68,0.02,1.3,0.072,9.0,20.0,0.9965,3.17,1.08,9.2,11.160058737151246,0.4499775011249437,9.232313095835423,8.28,84.63999999999999,29.163999999999998,9.936,0
8.5,0.44,0.5,1.9,0.369,15.0,38.0,0.99634,3.01,1.1,9.4,19.27437641723356,0.39472645456698513,9.434530381195176,8.94,88.36000000000001,28.294,10.340000000000002,0
11.5,0.315,0.54,2.1,0.084,5.0,15.0,0.9987,2.98,0.7,9.2,36.392405063291136,0.33331111259249385,9.21197556823871,11.815,84.63999999999999,27.415999999999997,6.4399999999999995,1
7.0,0.69,0.07,2.5,0.091,15.0,21.0,0.99572,3.38,0.6,11.3,10.130246020260493,0.7142517022998904,11.348571887679267,7.6899999999999995,127.69000000000001,38.194,6.78,1
